rental_rate,film_id,length,rental_duration,title,rating,replacement_cost
6.4,273645,100,6.4,Manhole,1.093521,1.09
8.2,399106,6,8.2,Piper,11.243161,11.24
5.1,49341,85,5.1,Exhibit A,0.66572,0.67
7.8,269705,87,7.8,She's Beautiful When She's Angry,1.135336,1.14
5,324322,105,5,They Will Have to Kill Us First,0.074027,0.07
7,330068,87,7,Fastball,1.178657,1.18
0,209645,82,0,Pond Hockey,0.006201,0.01
5.1,274504,105,5.1,The Adderall Diaries,4.14228,4.14
7,196324,108,7,The Good Life,1.084768,1.08
4.7,341957,89,4.7,21 Days,0.173695,0.17
6,101206,75,6,Action in Arabia,0.09855,0.1
2.3,31265,84,2.3,Catalina Caper,0.225909,0.23
2.8,34875,68,2.8,The Pace That Kills,0.148926,0.15
0,395476,72,0,Cowboy Canteen,0.296663,0.3
0,357529,57,0,Cowboy Cavalier,0.013452,0.01
4.7,94176,95,4.7,Destry,0.647708,0.65
6,360283,96,6,Heart Like a Hand Grenade,0.064102,0.06
5.5,400121,90,5.5,The Antwerp Dolls,0.455308,0.46
5.8,49237,90,5.8,Fair Game,0.869355,0.87
4.8,398265,98,4.8,Traded,1.816076,1.82
0,52593,72,0,Home in Oklahoma,0.012918,0.01
6.8,35007,92,6.8,It Always Rains on Sunday,0.581171,0.58
6.3,120885,90,6.3,Judge Hardy and Son,0.121944,0.12
5,130134,93,5,Lafayette Escadrille,0.523153,0.52
6.9,17342,94,6.9,Night Train,2.021356,2.02
4,193284,75,4,Springtime in the Sierras,0.107436,0.11
4,184710,75,4,Quarantine L.A.,0.70729,0.71
3.7,380372,82,3.7,The Asylum,1.002252,1
6.4,83876,90,6.4,The Avenging Eagle,0.470995,0.47
8,102814,103,8,The Beach Boys: An American Band,0.062098,0.06
0,94544,58,0,The Bronze Buckaroo,0.002307,0
6,174150,95,6,The Desert Song,0.794462,0.79
0,262260,123,0,The Desert Song,0.005051,0.01
7.7,254664,102,7.7,The Journey,0.497461,0.5
5.3,137308,107,5.3,Sancharram,0.67977,0.68
0,156967,96,0,The Journey,0.001362,0
5,156954,0,5,Die Reise,0.000603,0
5.3,66780,93,5.3,The Journey,0.142783,0.14
0,137826,87,0,The Remarkable Mr. Pennypacker,0.564334,0.56
4,262829,90,4,W.A.R.: Women Against Rape,0.329919,0.33
5,108063,84,5,Atomic War Bride,0.111429,0.11
5,41294,123,5,¡Por mis... pistolas!,0.549598,0.55
5.5,45192,120,5.5,El profe,1.15292,1.15
5.8,64694,100,5.8,"No eres tú, soy yo",0.55308,0.55
7.4,70193,103,7.4,Hazard,0.455885,0.46
6,66062,103,6,Into a Dream,0.117204,0.12
0,211222,117,0,The Wildman of Kentucky: The Mystery of Panther Rock,0.008722,0.01
6,266874,91,6,Young Dragons: Kung Fu Kids II,0.001393,0
0,402877,32,0,Lifeline,0.043826,0.04
6.3,24678,58,6.3,Disney's American Legends,1.256023,1.26
7.6,337703,80,7.6,The Red Turtle,12.874084,12.87
8.3,228941,125,8.3,Au revoir l'été,0.908361,0.91
6.3,81633,96,6.3,Hospitalité,0.157878,0.16
5.8,110412,91,5.8,Symptoms,0.638675,0.64
5.3,394047,101,5.3,The Dog Lover,1.638785,1.64
7.5,378441,90,7.5,Notes on Blindness,1.787411,1.79
5,120121,102,5,La vida alrededor,0.206335,0.21
5.1,189696,1,5.1,Mickey Mouse in Vietnam,0.348257,0.35
0,196319,2,0,Escalation,0.007022,0.01
4,400411,84,4,Satanic,6.005878,6.01
7.9,376233,91,7.9,"Life, Animated",2.395349,2.4
7.1,364051,115,7.1,The Innocents,6.915263,6.92
5,349441,118,5,The Kind Words,0.14314,0.14
8.3,373479,88,8.3,Eat that Question: Frank Zappa in His Own Words,0.359999,0.36
5.8,373922,88,5.8,Three,1.12287,1.12
3.3,359641,85,3.3,Argentina,0.105185,0.11
6.7,357799,83,6.7,Presenting Princess Shaw,0.146737,0.15
4.5,119637,122,4.5,He Who Must Die,0.765704,0.77
7.6,354275,121,7.6,"Right Now, Wrong Then",1.549193,1.55
5.8,62675,85,5.8,Distracted,0.857372,0.86
7.8,384845,104,7.8,Fittest On Earth (The Story Of The 2015 Reebok CrossFit Games),1.109653,1.11
4.3,394499,90,4.3,Porta dos Fundos: Contrato Vitalício,1.357903,1.36
5.6,41004,113,5.6,El señor doctor,1.020615,1.02
5.2,145481,132,5.2,Don Quijote cabalga de nuevo,0.872694,0.87
6,82776,109,6,El ministro y yo,0.035443,0.04
7,41298,120,7,El patrullero 777,0.315732,0.32
6.5,45191,113,6.5,El barrendero,0.311993,0.31
7.4,18944,65,7.4,The Rolling Stones Rock and Roll Circus,1.291844,1.29
7.1,328387,96,7.1,Nerve,14.9837,14.98
4.1,389425,106,4.1,Code of Honor,2.202722,2.2
0,95322,107,0,Moonfire,2.50E-05,0
7,46784,16,7,Rabbit's Moon,0.002001,0
6.5,46781,6,6.5,Puce Moment,0.617421,0.62
0,272720,18,0,You're Human Like the Rest of Them,0.003245,0
0,303497,8,0,Unfair!,0.087186,0.09
0,303484,9,0,Paradigm,0.00273,0
0,356862,0,0,On Reflection: B.S. Johnson on Dr. Samuel Johnson,0,0
6.5,356864,0,6.5,Fat Man on a Beach,0.000431,0
7.3,118014,41,7.3,The Seashell and the Clergyman,0.557243,0.56
5.2,49037,96,5.2,Hellevator,0.988355,0.99
7,363676,96,7,Sully,18.275689,18.28
5.7,371865,122,5.7,Slack Bay,7.917157,7.92
6.5,377287,115,6.5,The Son of Joseph,0.355947,0.36
6.4,361571,118,6.4,The Demons,0.932247,0.93
6.3,392817,118,6.3,The Student,2.301152,2.3
7.3,338189,96,7.3,It's Only the End of the World,11.864584,11.86
7.7,378813,90,7.7,Aloys,0.77748,0.78
2.9,118430,97,2.9,The Forbidden Dance,1.332871,1.33
2,101293,90,2,Skinheads,0.206643,0.21
1.3,31128,90,1.3,Final Justice,0.231663,0.23
5.4,76681,85,5.4,Wacko,1.04407,1.04
2.3,150273,86,2.3,The Return,0.602143,0.6
6.3,22020,82,6.3,Black Shampoo,0.276763,0.28
6.5,96129,82,6.5,The Bad Bunch,0.001736,0
7.3,275603,11,7.3,The Portal,0.721434,0.72
7.8,404022,86,7.8,Jim Jefferies: Freedumb,1.453143,1.45
6.7,385031,94,6.7,Dirty Lies,2.683914,2.68
6.4,154441,104,6.4,Till Luck Do Us Part,1.991908,1.99
4.3,93091,95,4.3,Crazy Eyes,0.198348,0.2
7.2,44510,34,7.2,The Grandmother,0.172883,0.17
7,376812,170,7,Sultan,6.070606,6.07
0,342213,,0,La caliente niña Julietta,0.000464,0
0,148615,139,0,The Ordeal of Patty Hearst,0.034716,0.03
0,389180,78,0,The House of Light,0.001665,0
4,262542,0,4,51 Degrees North,0.33804,0.34
5,16909,97,5,Webmaster,0.47826,0.48
7.4,372297,130,7.4,Charlie,1.188662,1.19
0,126043,0,0,Cartola - Música Para os Olhos,0.00353,0
5,405621,81,5,The Miki Howard Story,0.080215,0.08
6.8,103396,105,6.8,The Devil Strikes at Night,1.271944,1.27
5,130957,98,5,The Sons of Great Bear,0.359292,0.36
4.7,54893,90,4.7,One Day Like Rain,0.152431,0.15
6.3,98644,120,6.3,Here,0.807712,0.81
6.4,393834,109,6.4,Goldstone,3.110447,3.11
6,366514,98,6,Up for Love,7.626166,7.63
6.9,63989,0,6.9,Irène,0.459399,0.46
4.7,328901,90,4.7,The Benefactor,9.013856,9.01
5,388862,90,5,Countdown,3.612867,3.61
2.4,263416,90,2.4,Dead Sea,0.966179,0.97
0,150871,90,0,"10,000 Black Men Named George",0.002359,0
3.4,316268,104,3.4,Lake Eerie,3.264722,3.26
6,293516,0,6,La nostra terra,0.200371,0.2
5.2,360249,99,5.2,The Last King,50.949523,50.95
6.7,28406,90,6.7,The Fury of the Wolf Man,0.670545,0.67
0,362765,90,0,The Sound and the Shadow,0.032596,0.03
6.2,368620,87,6.2,My Friend Rockefeller,0.614048,0.61
7,50186,101,7,Gypsies Are Found Near Heaven,0.925606,0.93
7.7,362876,90,7.7,Califórnia,0.960311,0.96
6.8,361249,96,6.8,Nil Battey Sannata,0.625451,0.63
5.8,4279,98,5.8,The Married Couple of the Year Two,0.982414,0.98
6.7,87081,102,6.7,Prince of Broadway,0.154868,0.15
6.3,324300,77,6.3,Rolling Papers,0.125909,0.13
5,15467,153,5,Kismat Konnection,1.506777,1.51
6.6,349086,60,6.6,Bitcoin: The End of Money as We Know It,0.505016,0.51
8.6,257026,75,8.6,The Irish Pub,0.188489,0.19
6.1,41278,9,6.1,Alice in Wonderland,0.708323,0.71
7,86320,119,7,Twenty Years Later,0.004218,0
5.6,86531,18,5.6,"You, Me and Him",0.34048,0.34
5,397278,91,5,Fender Bender,2.647952,2.65
7,67303,6,7,Tale About the Cat and the Moon,0.158473,0.16
5.9,68895,99,5.9,The King of the Kickboxers,1.107843,1.11
7,314837,136,7,The Emperor in August,1.388744,1.39
6.6,325789,127,6.6,The Infiltrator,11.504398,11.5
4,26351,100,4,Israel: Birth of a Nation,0.042281,0.04
6.8,308266,114,6.8,War Dogs,16.453573,16.45
0,316003,0,0,After the Wall: A World United,0.007059,0.01
7,353216,81,7,Homme Less,0.06521,0.07
0,82664,81,0,Reality XL,0.009451,0.01
4.9,345054,0,4.9,Double Daddy,1.650978,1.65
7,400668,88,7,KidPoker,0.45676,0.46
0,133736,90,0,Electoral Dysfunction,0.01367,0.01
6,227859,88,6,The Book of Daniel,0.281921,0.28
0,299751,100,0,"Jia Zhangke, A Guy from Fenyang",0.157448,0.16
5.4,55344,114,5.4,Boys on the Run,0.329866,0.33
6.6,401387,9,6.6,Sunspring,1.124787,1.12
6,390880,87,6,Friday,1.00704,1.01
4.7,405388,88,4.7,Mono,1.262927,1.26
7.3,292277,47,7.3,Living in the Age of Airplanes,0.205058,0.21
7.2,61348,100,7.2,The Lost Valentine,3.672708,3.67
2.8,368596,121,2.8,Back in the Day,6.729595,6.73
4.8,347981,0,4.8,Winds,0.236659,0.24
7.2,331393,100,7.2,Undrafted,1.198056,1.2
3.5,31385,89,3.5,Zombie Nightmare,5.402952,5.4
5.3,376501,120,5.3,Outlaws and Angels,2.148608,2.15
5.8,373453,94,5.8,Brahman Naman,0.739455,0.74
6.1,351809,96,6.1,To Steal from a Thief,4.987123,4.99
6.3,365997,45,6.3,A Beautiful Planet,0.878987,0.88
4.9,382651,98,4.9,Helix,1.287941,1.29
5.8,356201,92,5.8,Collective Invention,0.368579,0.37
4,392885,62,4,Daniel Tosh: People Pleaser,0.540652,0.54
5.2,28073,87,5.2,Curse of the Crimson Altar,1.634974,1.63
8.5,175427,71,8.5,These Birds Walk,0.593678,0.59
7,237799,,7,Un grand cri d'amour,0.041901,0.04
6.5,40585,110,6.5,We Will All Meet in Paradise,0.158781,0.16
0,318052,92,0,The Man in the Wall,0.066944,0.07
6.6,254251,106,6.6,Our RoboCop Remake,0.553725,0.55
4.2,98948,90,4.2,Abraham Lincoln vs. Zombies,9.109894,9.11
7.3,216043,90,7.3,The Iceman: Confessions of a Mafia Hitman,0.565873,0.57
0,88949,105,0,A Bullet for Sandoval,0.004857,0
0,76468,100,0,Adam,0.078865,0.08
6,54821,6,6,Adam,0.177464,0.18
5.9,215814,95,5.9,Forbidden Ground,2.414792,2.41
5,22750,57,5,The Blood of Jesus,0.039707,0.04
4.7,86254,88,4.7,Crash Landing,0.306947,0.31
5,43473,65,5,Dirty Gertie from Harlem U.S.A.,0.059193,0.06
0,90726,97,0,Hate for Hate,0.002383,0
6.3,139826,111,6.3,In Pursuit of Honor,0.828105,0.83
7.1,371738,85,7.1,Looking: The Movie,3.641354,3.64
0,166007,84,0,Love in the Rough,0.20999,0.21
5,110692,62,5,No More Excuses,0.103159,0.1
4.5,134435,68,4.5,Quantrill's Raiders,0.120173,0.12
6,17288,73,6,Rampage,0.412342,0.41
6.5,8383,85,6.5,Red Sun,0.01549,0.02
6.5,325240,120,6.5,Something for a Lonely Man,0.368082,0.37
7.5,112675,103,7.5,The Immortals,0.104758,0.1
5.6,46879,75,5.6,Films to Keep You Awake: Spectre,0.343522,0.34
0,162874,79,0,The Florodora Girl,0.489142,0.49
4.3,90164,90,4.3,The Green Inferno,1.016743,1.02
7.7,316491,0,7.7,Kiuleandra,0.403077,0.4
0,247354,48,0,Veiled Aristocrats,0.001786,0
5.3,260646,103,5.3,Victor Young Perez,1.723131,1.72
5.4,404829,83,5.4,Emma's Chance,1.868918,1.87
0,298028,0,0,The Prey,0.693029,0.69
4.6,397873,90,4.6,Cyborg X,1.494695,1.49
4.7,403232,107,4.7,Vigilante Diaries,3.028021,3.03
6.2,282024,120,6.2,The Iron Ivan,1.685233,1.69
7.7,42498,110,7.7,The Adversary,0.003553,0
0,257006,88,0,Encounters in the Deep,0.000132,0
6.4,367816,100,6.4,Ghostheads,1.291129,1.29
0,126140,90,0,Digital Dharma,0.000199,0
6.2,347647,90,6.2,Traders,2.144094,2.14
4,407036,0,4,On the Brain,0.196099,0.2
3,46658,85,3,Night of the Sharks,0.110781,0.11
7.5,225776,77,7.5,Can't You Hear the Wind Howl? The Life & Music of Robert Johnson,0.668678,0.67
9,76348,112,9,Us Two,0.022568,0.02
5,369033,101,5,Rebirth,2.34806,2.35
5,159201,90,5,Ozzie,1.253125,1.25
0,192868,107,0,The Sporting Club,0.616213,0.62
7.3,159942,75,7.3,An Episode in the Life of an Iron Picker,0.855232,0.86
6.4,356626,95,6.4,Black,1.35894,1.36
6.2,253343,89,6.2,Dear Eleanor,2.626192,2.63
6.5,247845,120,6.5,The Great Martian War 1913 - 1917,1.040173,1.04
7.5,332806,84,7.5,I Am Belfast,0.51468,0.51
6.6,376426,115,6.6,Tony Robbins: I Am Not Your Guru,0.942684,0.94
6.2,373348,110,6.2,Author: The JT LeRoy Story,0.428899,0.43
5.9,358430,81,5.9,The New Kid,3.091686,3.09
0,314635,97,0,Schmitke,0.04335,0.04
0,300949,125,0,The Man with the Carnation,0.000177,0
5.5,353163,101,5.5,The Mirage,1.195524,1.2
6.4,278247,120,6.4,Walt Before Mickey,4.398708,4.4
5.9,374052,120,5.9,The Love Witch,4.530712,4.53
6.2,382322,72,6.2,Batman: The Killing Joke,6.488277,6.49
0,125495,0,0,Le Mataf,0.087258,0.09
5.7,173689,57,5.7,Lights of New York,0.251353,0.25
7,138061,24,7,American Juggalo,0.078128,0.08
6.2,174354,78,6.2,Oxyana,0.586709,0.59
3.9,303856,82,3.9,The Presence,0.67191,0.67
5,190163,111,5,Old Ironsides,0.524565,0.52
0,156335,220,0,The Vanishing Legion,0.819588,0.82
4,79596,72,4,The Emperor's Nightingale,0.190507,0.19
1.8,50688,90,1.8,Isle of the Snake People,0.178013,0.18
6.1,77864,103,6.1,That Girl in Yellow Boots,0.823333,0.82
6.4,42591,84,6.4,The Bloody Judge,0.44225,0.44
6.3,12602,85,6.3,The Torture Chamber of Dr. Sadism,1.853036,1.85
5.1,42717,90,5.1,Circus of Fear,0.698245,0.7
4,185752,97,4,Albino,0.637846,0.64
5.5,109636,91,5.5,Once Upon a Spy,0.587299,0.59
8,165644,82,8,Nutcracker Fantasy,0.039518,0.04
10,101185,320,10,The Far Pavilions,1.178475,1.18
6.2,29924,210,6.2,Around the World in 80 Days,2.561525,2.56
0,387444,65,0,The Disputation,0.31825,0.32
5.3,79106,187,5.3,Sherlock Holmes: Incident at Victoria Falls,0.106986,0.11
3.5,108432,180,3.5,Sherlock Holmes and the Leading Lady,1.445692,1.45
5.5,35165,87,5.5,The Rainbow Thief,1.216923,1.22
8,165401,100,8,Honeymoon Academy,0.140197,0.14
6.7,18560,159,6.7,Soul Music,0.764764,0.76
5.7,24057,140,5.7,Wyrd Sisters,1.099806,1.1
4.8,73772,104,4.8,Greyfriars Bobby,0.164249,0.16
6.6,38622,240,6.6,Gormenghast,1.44482,1.44
5,183073,0,5,I tromboni di Fra' Diavolo,0.251895,0.25
4,76199,84,4,Hollow,0.061459,0.06
3.8,38494,63,3.8,The Mysterious Mr. Wong,0.274155,0.27
6,161796,225,6,The Whispering Shadow,0.040031,0.04
3.3,104185,85,3.3,Alien Tornado,3.328685,3.33
5.8,27144,76,5.8,The Dark Eyes of London,0.635769,0.64
5.5,26921,80,5.5,The Mystery of the Marie Celeste,0.135118,0.14
6,352694,121,6,Poison Berry in my Brain,0.621331,0.62
6.3,376659,100,6.3,Bad Moms,9.362056,9.36
7.2,338766,102,7.2,Hell or High Water,12.565896,12.57
5.7,310888,80,5.7,Southside with You,5.379834,5.38
6.7,373473,85,6.7,Little Men,2.624004,2.62
4.5,377587,90,4.5,Meet the Blacks,3.569379,3.57
6,48995,96,6,The Democratic Terrorist,0.473471,0.47
4.8,330070,109,4.8,Terra Formars,3.786856,3.79
6.8,390734,115,6.8,Kingsglaive: Final Fantasy XV,7.692445,7.69
5.6,383869,97,5.6,Back to Mom's,6.409925,6.41
4,46744,32,4,1812,0.071565,0.07
0,47535,120,0,U Be Dead,0.009464,0.01
6,388192,128,6,Siccîn 2,0.575968,0.58
4.6,404073,83,4.6,Ghost Team,1.222064,1.22
6.4,67617,92,6.4,O Quatrilho,0.329549,0.33
7.9,397365,134,7.9,Madaari,1.257554,1.26
0,208173,,0,El río que nos lleva,0.01575,0.02
0,190326,65,0,Komunaris chibukhi,0.001177,0
6.3,140423,77,6.3,I Love You Rosa,0.295582,0.3
5.1,347642,90,5.1,Bite,2.259175,2.26
10,84275,0,10,The Dragon Lives Again,0.124803,0.12
7.9,393184,97,7.9,Clash,1.319772,1.32
6.1,62592,87,6.1,Revenge of the Bridesmaids,4.105867,4.11
4.5,140894,55,4.5,Tricked,1.784351,1.78
6.2,27154,99,6.2,Happy End,3.76579,3.77
0,207558,80,0,Color Adjustment,1.00E-06,0
8,63423,90,8,Protagonist,0.080801,0.08
6.7,300669,88,6.7,Don't Breathe,25.869883,25.87
5.5,378570,90,5.5,The Pills - Sempre meglio che lavorare,1.451931,1.45
7.1,333846,92,7.1,Enclave,0.663021,0.66
0,340224,0,0,"Hello, My Name Is Frank",0.035052,0.04
0,288504,95,0,Bridge and Tunnel,0.019792,0.02
10,405653,0,10,The Death and Life of Otto Bloom,0.208467,0.21
5.1,403119,89,5.1,47 Meters Down,52.854103,52.85
7,380762,96,7,Trivisa,1.945179,1.95
6.2,370178,76,6.2,Scare Campaign,2.850998,2.85
7,340712,90,7,Gabo: The Creation of Gabriel Garcia Marquez,0.057737,0.06
6.6,391995,107,6.6,Hillary's America: The Secret History of the Democratic Party,1.628629,1.63
7.7,63859,94,7.7,Pufnstuf,0.007223,0.01
6,173385,0,6,My Best Friend,0.705006,0.71
7.5,113262,50,7.5,Guys and Dolls,0.078703,0.08
5,158741,131,5,In Celebration,0.721323,0.72
7.4,82929,169,7.4,In the Family,0.527607,0.53
5,4288,82,5,The Final Terror,1.269709,1.27
6,266036,103,6,Misunderstood,1.606121,1.61
5,60700,120,5,Sorry for the Disturbance,0.326323,0.33
10,407298,100,10,American Hostage,0.11167,0.11
6.4,353732,95,6.4,River,2.948255,2.95
4.8,388347,90,4.8,The Call Up,4.060687,4.06
4,365709,0,4,Berserker,0.062357,0.06
5.6,106618,106,5.6,A Day in the Death of Joe Egg,0.945657,0.95
8,123628,92,8,We Think the World of You,0.950193,0.95
6,120729,60,6,An Englishman Abroad,0.348445,0.35
6.3,198491,99,6.3,The Return of the Soldier,0.645115,0.65
5,154399,76,5,Hands Up!,0.491973,0.49
0,47034,141,0,The Cherry Orchard,0.00188,0
0,54583,89,0,Hollywood North,0.023944,0.02
5.8,368940,90,5.8,Robinson Crusoe,8.969705,8.97
7,118195,73,7,Grandma,0.000603,0
4.3,338079,,4.3,Basta Poco,0.129853,0.13
6.8,334304,97,6.8,Belle and Sebastian: The Adventure Continues,3.245243,3.25
1.5,340119,,1.5,Nomi e cognomi,0.107041,0.11
4.3,62009,90,4.3,Bimboland,1.870599,1.87
2,54107,87,2,"Splash, Too",0.138058,0.14
5.5,49855,103,5.5,End of the Line,0.384187,0.38
0,408140,73,0,Blood Moon,0.062812,0.06
6,369605,0,6,Sky Line,0.063542,0.06
6.4,378607,90,6.4,The House,0.416882,0.42
3.3,228496,85,3.3,Sx_Tape,2.558803,2.56
6,268893,30,6,VeggieTales: Where's God When I'm Scared,0.109141,0.11
4,261410,30,4,VeggieTales: God Wants Me to Forgive Them!?!,0.130473,0.13
6.7,273318,0,6.7,"VeggieTales: Rack, Shack & Benny",0.112761,0.11
1,273122,0,1,VeggieTales: Are You My Neighbor?,0.036519,0.04
1.3,273127,27,1.3,VeggieTales: Dave and the Giant Pickle,0.11674,0.12
7.5,314580,32,7.5,VeggieTales: Very Silly Songs,0.324885,0.32
5.5,261409,34,5.5,VeggieTales: Josh and the Big Wall,0.07202,0.07
4.3,273312,37,4.3,VeggieTales: Madame Blueberry,0.149785,0.15
0,314601,30,0,VeggieTales: The End of Silliness? More Really Silly Songs!,0.001829,0
4.7,273296,39,4.7,VeggieTales: Esther...The Girl Who Became Queen,0.116419,0.12
4.5,273302,0,4.5,VeggieTales: King George and the Ducky,0.101284,0.1
1,273310,0,1,"VeggieTales: Lyle, the Kindly Viking",0.100019,0.1
4.2,275136,43,4.2,VeggieTales: The Ultimate Silly Song Countdown,0.286689,0.29
3.8,273578,35,3.8,VeggieTales: The Ballad of Little Joe,0.110577,0.11
5,273309,0,5,VeggieTales: Lord of the Beans,0.109677,0.11
3.9,273315,44,3.9,VeggieTales: Minnesota Cuke and the Search for Samson's Hairbrush,0.188101,0.19
2,273149,45,2,VeggieTales: Duke and the Great Pie War,0.055719,0.06
3,275065,46,3,VeggieTales: LarryBoy & The Bad Apple,0.337621,0.34
3,275130,52,3,VeggieTales: Sheerluck Holmes and the Golden Ruler,0.094013,0.09
2,275074,0,2,VeggieTales: The Wonderful Wizard of Ha's,0.056535,0.06
1,273205,49,1,VeggieTales: Tomato Sawyer & Huckleberry Larry's Big River Rescue,0.081523,0.08
0,335509,78,0,Below the Sea,0.023666,0.02
5,314420,75,5,Body,6.236714,6.24
4.6,293093,90,4.6,Dark Haul,1.151262,1.15
6.7,180691,60,6.7,David Bowie & the Story of Ziggy Stardust,0.817968,0.82
5,20846,95,5,Dim Sum Funeral,1.063296,1.06
5.8,43035,100,5.8,Heller in Pink Tights,2.743674,2.74
5.9,390584,92,5.9,King Cobra,4.272317,4.27
0,358615,57,0,Pirates of the Prairie,0.007178,0.01
5,112699,91,5,Street Angel,0.073475,0.07
10,86360,121,10,Sunnyside Up,0.401213,0.4
5.3,282040,140,5.3,The Alamo: Thirteen Days to Glory,1.518506,1.52
5.9,32091,103,5.9,The Touch,4.887096,4.89
4.3,396395,84,4.3,The Wedding March,0.637441,0.64
5.6,40717,79,5.6,Three Faces West,0.715666,0.72
5,230058,80,5,Tumbledown,0.19187,0.19
0,168541,102,0,Twilight Time,0.237546,0.24
5.5,246381,131,5.5,Why Did I Get Married? The Play,0.385797,0.39
5.8,168552,107,5.8,Youth,0.820013,0.82
6.9,199916,0,6.9,Whitey,1.847632,1.85
7.2,324277,111,7.2,Jaco,0.641846,0.64
4.3,390989,85,4.3,Sharknado 4: The 4th Awakens,4.574494,4.57
5.7,382079,50,5.7,Donald Trump's The Art of the Deal: The Movie,2.058059,2.06
7.3,376660,104,7.3,The Edge of Seventeen,9.51953,9.52
7.7,407789,60,7.7,Clinton Cash,1.031965,1.03
5.8,50497,86,5.8,When the Lights Went Out,2.923193,2.92
7.4,256885,10,7.4,Symphony No. 42,0.365646,0.37
0,268666,87,0,Hafu,0.014958,0.01
0,393367,93,0,Poi E: The Story of Our Song,0.057979,0.06
5.3,302323,94,5.3,Manhattan Romance,2.017695,2.02
3.9,403130,95,3.9,Intruder,0.659457,0.66
6.3,82942,89,6.3,'Master Harold'... and the Boys,0.00022,0
7.5,21452,99,7.5,Detective Conan: The Fourteenth Target,3.834063,3.83
7.2,28808,100,7.2,Detective Conan: The Last Wizard of the Century,3.679405,3.68
7,159550,85,7,The Last Brickmaker in America,0.038998,0.04
0,404567,99,0,Tibetana,0.001395,0
0,79163,81,0,95 Miles to Go,0.003568,0
0,309579,58,0,Prince Among Slaves,0.010448,0.01
6.9,351339,120,6.9,Anthropoid,8.475983,8.48
6.2,309886,88,6.2,Blood Father,7.146017,7.15
5.4,352695,93,5.4,Joshy,2.678986,2.68
5.4,366656,84,5.4,Snowtime!,3.540621,3.54
8.2,394632,90,8.2,Free to Run,0.400515,0.4
6.6,337674,130,6.6,Elle,8.226065,8.23
5,299780,97,5,Dough,1.688982,1.69
6.7,254679,136,6.7,The Little House,1.212353,1.21
6,397520,85,6,Anne of Green Gables,3.4751,3.48
5.3,399894,120,5.3,Daylight's End,3.264792,3.26
6,391477,94,6,The Mobfathers,1.600472,1.6
5,64133,76,5,The Lorry,0.103929,0.1
6,149026,90,6,T.R. Baskin,0.813278,0.81
4.5,258945,39,4.5,Anything Can Happen,0.172959,0.17
6,241396,87,6,Medusa,0.07635,0.08
6.5,56531,107,6.5,The Life and Death of a Porno Gang,1.990855,1.99
7.3,150084,60,7.3,Mr. Blue Sky: The Story of Jeff Lynne & ELO,0.391014,0.39
7,292298,83,7,Meeting David Wilson,0.066282,0.07
5.5,94502,95,5.5,Starship,0.229369,0.23
7.4,50461,133,7.4,Liar Game: The Final Stage,0.611003,0.61
5.5,166610,8,5.5,The Ducktators,0.50716,0.51
5,329024,83,5,TransFatty Lives,0.055353,0.06
5.3,17376,106,5.3,Anna M.,0.79125,0.79
7.8,77649,90,7.8,The Upturned Glass,0.305131,0.31
0,396269,99,0,Torpedo Bay,0.005891,0.01
6.1,105506,130,6.1,Grandmaster,0.485424,0.49
0,399097,97,0,The Polar Boy,0.039207,0.04
7,392554,105,7,The Days That Confused,0.107335,0.11
4.8,65442,92,4.8,Breaking the Surface,2.190206,2.19
4.9,198057,81,4.9,3 Days of Normal,1.044552,1.04
2.3,268956,110,2.3,Bubblegum and Broken Fingers,0.514965,0.51
5,296472,92,5,Wedding Day,0.755105,0.76
6.8,141267,106,6.8,Johan Falk: Kodnamn Lisa,1.107204,1.11
7.7,396535,118,7.7,Train to Busan,22.685169,22.69
6.5,138115,97,6.5,Johan Falk: Organizatsija Karayan,1.578264,1.58
6,138118,93,6,Johan Falk: Barninfiltratören,1.425992,1.43
